Age,Attrition,BusinessTravel,DailyRate,DistanceFromHome,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
46,No,Travel_Rarely,1402,2,3,Female,69,3,4,1,Married,17048,8,No,23,4,1,0,28,2,3,26,15,15,9
44,No,Non-Travel,111,17,4,Male,74,1,1,3,Single,2290,2,No,13,3,4,0,6,3,3,0,0,0,0
33,No,Travel_Rarely,147,2,2,Male,99,3,1,3,Married,3600,1,No,13,3,4,1,5,2,3,5,4,1,4
41,Yes,Non-Travel,906,5,1,Male,95,2,1,1,Divorced,2107,6,No,17,3,1,1,5,2,1,1,0,0,0
30,No,Travel_Rarely,1329,29,3,Male,61,3,2,1,Divorced,4115,8,No,19,3,3,3,8,3,3,4,3,0,3
40,No,Travel_Frequently,1184,2,2,Male,62,3,2,2,Married,4327,5,No,12,3,4,3,5,2,3,0,0,0,0
50,No,Travel_Frequently,1421,2,4,Female,30,3,4,1,Married,17856,2,No,22,4,3,1,32,3,3,2,2,2,2
28,No,Travel_Rarely,1179,19,4,Male,78,2,1,1,Married,3196,1,No,12,3,3,3,6,2,3,6,5,3,3
46,No,Travel_Rarely,1450,15,4,Male,52,3,5,2,Married,19081,5,No,11,3,1,1,25,2,3,4,2,0,3
35,No,Travel_Rarely,1361,17,3,Male,94,3,2,1,Married,8966,3,Yes,15,3,4,3,15,2,3,7,7,1,7
24,Yes,Travel_Rarely,984,17,4,Female,97,3,1,2,Married,2210,1,No,13,3,1,1,1,3,1,1,0,0,0
33,No,Travel_Frequently,1146,25,2,Female,82,3,2,3,Married,4539,1,No,12,3,1,1,10,3,2,10,7,0,1
36,No,Travel_Rarely,917,6,3,Male,60,1,1,3,Divorced,2741,1,No,14,3,3,1,7,4,3,7,7,1,7
30,No,Travel_Rarely,853,7,3,Male,49,3,2,3,Divorced,3491,1,No,13,3,1,3,10,4,2,10,7,8,9
44,No,Travel_Rarely,200,29,4,Male,32,3,2,4,Single,4541,1,No,25,4,2,0,20,3,3,20,11,13,17
20,No,Travel_Rarely,654,21,3,Male,43,4,1,4,Single,2678,1,No,17,3,4,0,2,2,3,2,1,2,2
46,No,Travel_Rarely,150,2,4,Male,60,3,2,4,Divorced,7379,2,No,11,3,3,1,12,3,2,6,3,1,4
42,No,Non-Travel,179,2,4,Male,79,4,2,1,Married,6272,7,No,16,3,1,1,10,3,4,4,3,0,3
60,No,Travel_Rarely,696,7,2,Male,52,4,2,4,Divorced,5220,0,Yes,18,3,2,1,12,3,3,11,7,1,9
32,No,Travel_Frequently,116,13,3,Female,77,2,1,2,Married,2743,1,No,20,4,3,1,2,2,3,2,2,2,2
32,No,Travel_Frequently,1316,2,4,Female,38,3,2,3,Single,4998,4,Yes,14,3,4,0,10,2,3,8,7,0,7
36,No,Travel_Rarely,363,1,3,Female,77,1,3,1,Divorced,10252,2,Yes,21,4,3,1,17,2,3,7,7,7,7
33,No,Travel_Rarely,117,9,1,Male,60,3,1,4,Married,2781,0,No,13,3,2,1,15,5,3,14,10,4,10
40,No,Travel_Rarely,107,10,2,Female,84,2,2,2,Divorced,6852,7,No,12,3,2,1,7,2,4,5,1,1,3
25,No,Travel_Rarely,1356,10,3,Male,57,3,2,4,Single,4950,0,No,14,3,2,0,5,4,3,4,3,1,1
30,No,Travel_Rarely,1465,1,4,Male,63,3,1,2,Married,3579,0,Yes,21,4,1,1,12,2,3,11,9,5,7
42,No,Travel_Frequently,458,26,1,Female,60,3,3,1,Married,13191,3,Yes,17,3,3,0,20,6,3,1,0,0,0
35,No,Non-Travel,1212,8,3,Female,78,2,3,4,Married,10377,4,Yes,11,3,2,1,16,6,2,13,2,4,12
27,No,Travel_Rarely,1103,14,1,Male,42,3,1,1,Married,2235,1,Yes,14,3,4,2,9,3,2,9,7,6,8
54,No,Travel_Frequently,966,1,4,Female,53,3,3,3,Divorced,10502,7,No,17,3,1,1,33,2,1,5,4,1,4
44,No,Travel_Rarely,1117,2,1,Female,72,4,1,4,Married,2011,1,No,13,3,4,1,10,5,3,10,5,7,7
19,Yes,Non-Travel,504,10,1,Female,96,2,1,2,Single,1859,1,Yes,25,4,2,0,1,2,4,1,1,0,0
29,No,Travel_Rarely,1010,1,1,Female,97,3,1,4,Divorced,3760,1,No,15,3,1,3,3,5,3,3,2,1,2
54,No,Travel_Rarely,685,3,4,Male,85,3,4,4,Married,17779,3,No,14,3,1,0,36,2,3,10,9,0,9
31,No,Travel_Rarely,1332,11,3,Male,80,3,2,1,Married,6833,1,Yes,12,3,4,0,6,2,2,6,5,0,1
31,No,Travel_Rarely,1062,24,3,Female,96,2,2,1,Single,6812,1,No,19,3,2,0,10,2,3,10,9,1,8
59,No,Travel_Rarely,326,3,3,Female,48,2,2,4,Single,5171,5,No,17,3,4,0,13,2,3,6,1,0,5
43,No,Travel_Rarely,920,3,3,Male,96,1,5,4,Married,19740,3,No,14,3,2,1,25,2,3,8,7,0,7
49,No,Travel_Rarely,1098,4,1,Male,85,2,5,3,Married,18711,2,No,13,3,3,1,23,2,4,1,0,0,0
36,No,Travel_Frequently,469,3,3,Male,46,3,1,2,Married,3692,1,No,12,3,3,0,12,2,2,11,10,0,7
48,No,Travel_Rarely,969,2,4,Male,76,4,1,2,Single,2559,5,No,11,3,3,0,7,4,2,1,0,0,0
27,No,Travel_Rarely,1167,4,1,Male,76,3,1,3,Divorced,2517,1,No,11,3,2,3,5,2,3,5,3,0,3
29,No,Travel_Rarely,1329,7,3,Male,82,3,2,4,Divorced,6623,1,Yes,11,3,2,2,6,2,3,6,0,1,0
48,No,Travel_Rarely,715,1,4,Male,76,2,5,4,Single,18265,6,No,12,3,3,0,25,3,4,1,0,0,0
29,No,Travel_Rarely,694,1,4,Female,87,2,4,4,Divorced,16124,3,No,14,3,2,2,9,2,2,7,7,1,7
34,No,Travel_Rarely,1320,20,3,Female,89,4,1,3,Married,2585,0,No,17,3,4,0,2,5,2,1,0,0,0
44,No,Travel_Rarely,1099,5,2,Male,88,3,5,2,Married,18213,7,No,11,3,3,1,26,5,3,22,9,3,10
33,No,Travel_Rarely,536,10,4,Male,82,4,3,3,Divorced,8380,0,Yes,14,3,4,2,10,3,3,9,8,0,8
19,No,Travel_Rarely,265,25,2,Female,57,4,1,4,Single,2994,1,Yes,12,3,4,0,1,2,3,1,0,0,1
23,No,Travel_Rarely,373,1,4,Male,47,3,1,3,Married,1223,1,No,22,4,4,1,1,2,3,1,0,0,1
25,Yes,Travel_Frequently,599,24,3,Male,73,1,1,4,Single,1118,1,Yes,14,3,4,0,1,4,3,1,0,1,0
26,No,Travel_Rarely,583,4,3,Male,53,3,1,4,Single,2875,1,Yes,20,4,2,0,8,2,2,8,5,2,2
45,Yes,Travel_Rarely,1449,2,1,Female,94,1,5,2,Single,18824,2,Yes,16,3,1,0,26,2,3,24,10,1,11
55,No,Non-Travel,177,8,4,Male,37,2,4,2,Divorced,13577,1,Yes,15,3,4,1,34,3,3,33,9,15,0
21,Yes,Travel_Frequently,251,10,1,Female,45,2,1,3,Single,2625,1,No,20,4,3,0,2,2,1,2,2,2,2
46,No,Travel_Rarely,168,4,4,Female,33,2,5,2,Married,18789,2,No,14,3,3,1,26,2,3,11,4,0,8
34,No,Travel_Rarely,131,2,3,Female,86,3,2,1,Single,4538,0,Yes,12,3,4,0,4,3,3,3,2,0,2
51,No,Travel_Frequently,237,9,4,Male,83,3,5,2,Divorced,19847,4,Yes,24,4,1,1,31,5,2,29,10,11,10
59,No,Travel_Rarely,1429,18,4,Male,67,3,3,4,Single,10512,6,No,12,3,4,0,25,6,2,9,7,5,4
34,No,Travel_Frequently,135,19,3,Female,46,3,2,2,Divorced,4444,4,No,13,3,3,2,15,2,4,11,8,5,10
28,No,Travel_Frequently,791,1,4,Male,44,3,1,3,Single,2154,0,Yes,11,3,3,0,5,2,2,4,2,0,2
44,No,Travel_Rarely,1199,4,3,Male,92,4,5,1,Divorced,19190,1,No,14,3,4,2,26,4,2,25,9,14,13
34,No,Travel_Frequently,648,11,3,Male,56,2,2,2,Married,4490,4,No,11,3,4,2,14,5,4,10,9,1,8
35,No,Travel_Rarely,735,6,3,Male,66,3,1,3,Married,3506,0,Yes,14,3,4,0,4,3,3,3,2,2,2
42,No,Travel_Rarely,603,7,2,Female,78,4,2,2,Married,2372,6,Yes,16,3,4,0,18,2,3,1,0,0,0
43,No,Travel_Rarely,531,4,4,Female,56,2,3,4,Single,10231,3,No,14,3,4,0,23,3,4,21,7,15,17
36,No,Travel_Rarely,429,2,3,Female,53,3,2,2,Single,5410,9,Yes,11,3,4,0,18,2,3,16,14,5,12
44,Yes,Travel_Rarely,621,15,1,Female,73,3,3,4,Married,7978,1,No,11,3,4,1,10,2,3,10,7,0,5
28,No,Travel_Frequently,193,2,4,Male,52,2,1,4,Married,3867,1,Yes,12,3,2,1,2,2,3,2,2,2,2
51,No,Travel_Frequently,968,6,2,Female,40,2,1,3,Single,2838,0,No,14,3,2,0,8,6,2,7,0,7,7
30,No,Non-Travel,879,9,3,Female,72,3,2,3,Single,4695,7,Yes,18,3,3,0,10,3,3,8,4,1,7
29,Yes,Travel_Rarely,806,7,2,Female,39,3,1,3,Divorced,3339,3,Yes,13,3,1,2,10,2,3,7,7,7,7
28,No,Travel_Rarely,640,1,4,Male,84,3,1,1,Single,2080,2,No,11,3,2,0,5,2,2,3,2,1,2
25,No,Travel_Rarely,266,1,4,Female,40,3,1,2,Single,2096,1,No,18,3,4,0,2,3,2,2,2,2,1
32,No,Travel_Rarely,604,8,3,Male,56,4,2,4,Married,6209,1,No,15,3,3,2,10,4,4,10,7,0,8
45,No,Travel_Frequently,364,25,2,Female,83,3,5,2,Single,18061,3,No,22,4,3,0,22,4,3,0,0,0,0
39,No,Travel_Rarely,412,13,3,Female,94,2,4,2,Divorced,17123,6,Yes,13,3,4,2,21,4,3,19,9,15,2
58,No,Travel_Rarely,848,23,1,Male,88,3,1,3,Divorced,2372,1,No,12,3,4,2,2,3,3,2,2,2,2
32,Yes,Travel_Rarely,1089,7,4,Male,79,3,2,3,Married,4883,1,No,18,3,1,1,10,3,3,10,4,1,1
39,Yes,Travel_Rarely,360,23,3,Male,93,3,1,1,Single,3904,0,No,13,3,1,0,6,2,3,5,2,0,3
30,No,Travel_Rarely,1138,6,1,Female,48,2,2,4,Married,4627,0,No,12,3,1,1,10,6,3,9,2,6,7
36,No,Travel_Rarely,325,10,4,Female,63,3,3,3,Married,7094,3,No,12,3,1,0,10,0,3,7,7,1,7
46,No,Travel_Rarely,991,1,4,Female,44,3,1,1,Single,3423,6,No,12,3,3,0,10,3,4,7,6,5,7
28,No,Non-Travel,1476,1,3,Female,55,1,2,4,Married,6674,0,No,11,3,1,3,10,6,3,9,8,7,5
50,No,Travel_Rarely,1322,28,4,Female,43,3,4,1,Married,16880,4,Yes,11,3,2,0,25,2,3,3,2,1,2
40,Yes,Travel_Rarely,299,25,4,Male,57,2,3,2,Single,9094,2,Yes,12,3,3,0,9,2,3,5,4,1,0
52,Yes,Travel_Rarely,1030,5,2,Male,64,3,3,2,Single,8446,9,Yes,19,3,3,0,10,2,2,8,7,7,7
30,No,Travel_Rarely,634,17,2,Female,95,3,3,1,Married,11916,1,Yes,23,4,4,2,9,2,3,9,1,0,8
39,No,Travel_Rarely,524,18,1,Male,32,3,2,3,Single,4534,0,No,11,3,1,0,9,6,3,8,7,1,7
31,No,Non-Travel,587,2,4,Female,57,3,3,3,Divorced,9852,1,Yes,19,3,1,1,10,5,2,10,8,9,6
41,No,Non-Travel,256,10,3,Male,40,1,2,2,Single,6151,1,No,13,3,1,0,19,4,3,19,2,11,9
31,Yes,Travel_Frequently,1060,1,4,Female,54,3,1,2,Single,2302,1,Yes,11,3,1,0,3,2,4,3,2,2,2
44,Yes,Travel_Rarely,935,3,1,Male,89,3,1,1,Married,2362,4,No,12,3,3,0,10,4,4,3,2,1,2
42,No,Non-Travel,495,2,3,Male,37,3,4,3,Married,17861,0,Yes,13,3,4,0,21,3,2,20,8,2,10
55,No,Travel_Rarely,282,2,4,Female,58,1,5,3,Married,19187,4,No,14,3,4,1,23,5,3,19,9,9,11
56,No,Travel_Rarely,206,8,4,Male,99,3,5,2,Single,19717,6,No,14,3,1,0,36,4,3,7,3,7,7
40,No,Non-Travel,458,16,3,Male,74,3,1,3,Divorced,3544,9,No,16,3,2,1,6,0,3,4,2,0,0
34,No,Travel_Rarely,943,9,4,Male,86,3,3,4,Divorced,8500,0,No,11,3,4,1,10,0,2,9,7,1,6
40,No,Travel_Rarely,523,2,3,Male,98,3,2,4,Single,4661,1,No,13,3,3,0,9,4,3,9,8,8,8
41,No,Travel_Frequently,1018,1,3,Female,66,3,2,1,Divorced,4103,0,No,17,3,4,1,10,2,3,9,3,1,7
35,No,Travel_Frequently,482,4,3,Male,87,3,2,3,Single,4249,1,Yes,11,3,2,0,9,3,3,9,6,1,1
51,No,Travel_Rarely,770,5,3,Male,84,3,4,2,Divorced,14026,1,Yes,11,3,2,1,33,2,3,33,9,0,10
38,No,Travel_Rarely,1009,2,2,Female,31,3,2,1,Divorced,6893,3,No,15,3,4,1,11,3,3,7,7,1,7
34,No,Travel_Rarely,507,15,3,Female,66,3,2,1,Single,6125,1,No,12,3,4,0,10,6,4,10,8,9,6
25,No,Travel_Rarely,882,19,4,Male,67,3,1,4,Married,3669,3,No,11,3,3,3,7,6,2,3,2,1,2
58,Yes,Travel_Rarely,601,7,3,Female,53,2,3,1,Married,10008,7,Yes,14,3,4,0,31,0,2,10,9,5,9
40,No,Travel_Rarely,329,1,2,Male,88,3,1,2,Married,2387,3,No,22,4,3,1,7,3,3,4,2,0,3
36,No,Travel_Frequently,607,7,1,Female,83,4,2,1,Married,4639,2,No,16,3,4,1,17,2,2,15,7,6,13
48,No,Travel_Rarely,855,4,4,Male,54,3,3,4,Single,7898,1,No,11,3,3,0,11,2,3,10,9,0,8
27,No,Travel_Rarely,1291,11,3,Female,98,4,1,4,Married,2534,8,No,14,3,2,1,5,4,3,1,0,0,0
51,No,Travel_Rarely,1405,11,4,Female,82,2,4,2,Single,13142,3,No,16,3,2,0,29,1,2,5,2,0,3
18,No,Non-Travel,1124,1,4,Female,97,3,1,4,Single,1611,1,No,15,3,3,0,0,5,4,0,0,0,0
35,No,Travel_Rarely,817,1,4,Female,60,2,2,4,Married,5363,0,No,12,3,2,1,10,0,3,9,7,0,0
27,No,Travel_Frequently,793,2,4,Male,43,1,2,4,Single,5071,3,No,20,4,2,0,8,3,3,6,2,0,0
55,Yes,Travel_Rarely,267,13,1,Male,85,4,4,3,Single,13695,6,Yes,17,3,3,0,24,2,2,19,7,3,8
56,No,Travel_Rarely,1369,23,4,Male,68,3,4,2,Married,13402,4,Yes,12,3,1,1,33,0,3,19,16,15,9
34,No,Non-Travel,999,26,1,Female,92,2,1,3,Divorced,2029,1,No,20,4,3,3,5,2,3,5,4,0,0
40,No,Travel_Rarely,1202,2,2,Female,89,4,2,3,Divorced,6377,5,No,20,4,2,3,15,0,3,12,11,11,8
34,No,Travel_Rarely,285,29,2,Male,86,3,2,3,Married,5429,4,No,13,3,1,2,10,1,3,8,7,7,7
31,Yes,Travel_Frequently,703,2,3,Female,90,2,1,4,Single,2785,7,No,14,3,3,0,3,3,4,1,0,0,0
35,Yes,Travel_Frequently,662,18,4,Female,67,3,2,3,Married,4614,0,Yes,18,3,3,1,5,0,2,4,2,3,2
38,No,Travel_Frequently,693,7,4,Male,57,4,1,3,Divorced,2610,1,No,11,3,4,3,4,2,3,4,2,0,3
34,No,Travel_Rarely,404,2,3,Female,98,3,2,4,Single,6687,1,No,11,3,4,0,14,2,4,14,11,4,11
28,No,Travel_Rarely,736,26,3,Male,48,2,2,1,Married,4724,1,No,11,3,3,1,5,0,3,5,3,0,4
31,Yes,Travel_Rarely,330,22,4,Male,98,3,2,3,Married,6179,1,Yes,15,3,4,2,10,3,2,10,2,6,7
39,No,Travel_Rarely,1498,21,1,Male,44,2,2,4,Married,6120,3,Yes,12,3,4,2,8,2,4,5,4,1,4
51,No,Travel_Frequently,541,2,2,Male,52,3,3,2,Married,10596,2,No,11,3,2,0,14,5,3,4,2,3,2
41,No,Travel_Frequently,1200,22,4,Female,75,3,2,4,Divorced,5467,3,Yes,14,3,1,2,12,4,2,6,2,3,3
37,No,Travel_Rarely,1439,4,3,Male,54,3,1,3,Married,2996,7,Yes,15,3,4,0,8,2,3,6,4,1,3
33,No,Travel_Frequently,1111,5,2,Male,61,3,2,4,Married,9998,6,No,13,3,1,0,8,2,4,5,4,1,2
32,No,Travel_Rarely,499,2,3,Male,36,3,2,2,Married,4078,0,Yes,13,3,1,3,4,3,2,3,2,1,2
39,No,Non-Travel,1485,25,3,Male,71,3,3,3,Married,10920,3,No,21,4,2,1,13,2,3,6,4,0,5
25,No,Travel_Rarely,1372,18,1,Male,93,4,2,3,Married,6232,2,No,11,3,2,0,6,3,2,3,2,1,2
52,No,Travel_Frequently,322,28,4,Female,59,4,4,3,Married,13247,2,Yes,11,3,2,1,24,3,2,5,3,0,2
43,No,Travel_Rarely,930,6,1,Female,73,2,2,3,Single,4081,1,Yes,14,3,1,0,20,3,1,20,7,1,8
27,No,Travel_Rarely,205,10,4,Female,98,2,2,4,Married,5769,1,Yes,11,3,4,0,6,3,3,6,2,4,4
27,Yes,Travel_Rarely,135,17,4,Female,51,3,1,3,Single,2394,1,Yes,13,3,4,0,8,2,3,8,2,7,7
26,No,Travel_Rarely,683,2,1,Male,36,2,1,4,Single,3904,0,No,12,3,4,0,5,2,3,4,3,1,1
42,No,Travel_Rarely,1147,10,3,Female,31,3,4,1,Married,16799,0,No,14,3,3,1,21,5,3,20,7,0,9
52,No,Travel_Rarely,258,8,3,Female,54,3,1,1,Married,2950,9,No,13,3,3,0,12,2,1,5,4,0,4
37,No,Travel_Rarely,1462,11,1,Female,94,3,1,3,Single,3629,4,No,18,3,1,0,8,6,3,3,2,0,2
35,No,Travel_Frequently,200,18,3,Male,60,3,3,4,Single,9362,2,No,11,3,3,0,10,2,3,2,2,2,2
25,No,Travel_Rarely,949,1,1,Male,81,3,1,4,Married,3229,4,No,11,3,2,1,7,2,2,3,2,0,2
26,No,Travel_Rarely,652,7,3,Male,100,4,1,1,Single,3578,0,No,12,3,4,0,8,2,3,7,7,0,7
29,No,Travel_Rarely,332,17,2,Male,51,2,3,1,Single,7988,1,No,13,3,1,0,10,3,2,10,9,0,9
49,Yes,Travel_Frequently,1475,28,1,Male,97,2,2,1,Single,4284,3,No,20,4,1,0,20,2,3,4,3,1,3
29,Yes,Travel_Frequently,337,14,3,Female,84,3,3,4,Single,7553,0,Yes,12,3,1,0,9,1,3,8,7,7,7
54,No,Travel_Rarely,971,1,4,Female,54,3,4,4,Single,17328,6,No,19,3,4,0,29,3,2,20,7,12,7
58,No,Travel_Rarely,1055,1,4,Female,76,3,5,1,Married,19701,3,Yes,21,4,3,1,32,3,3,9,8,1,5
55,No,Travel_Rarely,1136,1,2,Male,81,4,4,4,Divorced,14732,2,No,13,3,4,2,31,4,4,7,7,0,0
36,No,Travel_Rarely,1174,3,1,Female,99,3,2,2,Single,9278,3,Yes,16,3,4,0,15,3,3,5,4,0,1
31,Yes,Travel_Frequently,667,1,2,Female,50,1,1,3,Single,1359,1,No,12,3,2,0,1,3,3,1,0,0,0
30,No,Travel_Rarely,855,7,4,Female,73,3,2,1,Divorced,4779,7,No,14,3,2,2,8,3,3,3,2,0,2
31,No,Travel_Rarely,182,8,1,Female,93,3,4,2,Single,16422,3,No,11,3,3,0,9,3,4,3,2,1,0
34,No,Travel_Frequently,560,1,4,Male,91,3,1,1,Divorced,2996,5,No,14,3,3,2,10,2,3,4,3,1,3
31,Yes,Travel_Rarely,202,8,1,Female,34,2,1,2,Single,1261,1,No,12,3,3,0,1,3,4,1,0,0,0
27,No,Travel_Rarely,1377,11,2,Male,91,3,1,1,Married,2099,0,No,14,3,2,0,6,3,4,5,0,1,4
36,No,Travel_Rarely,172,4,1,Male,37,2,2,4,Single,5810,1,No,16,3,3,0,10,2,2,10,4,1,8
36,No,Travel_Rarely,329,16,3,Female,98,2,2,1,Married,5647,4,No,13,3,1,2,11,3,2,3,2,0,2
47,No,Travel_Rarely,465,1,1,Male,74,3,1,4,Married,3420,7,No,12,3,3,1,17,2,2,6,5,1,2
25,Yes,Travel_Rarely,383,9,1,Male,68,2,1,1,Married,4400,3,No,12,3,1,0,6,2,3,3,2,2,2
37,No,Non-Travel,1413,5,3,Male,84,4,1,3,Single,3500,0,No,14,3,1,0,7,2,1,6,5,1,3
56,No,Travel_Rarely,1255,1,1,Female,90,3,1,1,Married,2066,2,No,22,4,4,1,5,3,4,3,2,1,0
47,No,Travel_Rarely,359,2,1,Female,82,3,4,3,Married,17169,3,No,19,3,2,2,26,2,4,20,17,5,6
24,No,Travel_Rarely,1476,4,4,Female,42,3,2,3,Married,4162,1,Yes,12,3,3,2,5,3,3,5,4,0,3
32,No,Travel_Rarely,601,7,4,Male,97,3,2,4,Married,9204,4,No,12,3,3,1,7,3,2,4,3,0,3
34,No,Travel_Rarely,401,1,4,Female,86,2,1,2,Married,3294,5,No,17,3,1,1,7,2,2,5,4,0,2
41,No,Travel_Rarely,1283,5,2,Male,90,4,1,3,Married,2127,2,Yes,12,3,1,0,7,5,2,4,2,0,3
40,No,Non-Travel,663,9,3,Male,81,3,2,3,Divorced,3975,3,No,11,3,3,2,11,2,4,8,7,0,7
31,No,Travel_Rarely,326,8,1,Male,31,3,3,4,Divorced,10793,1,No,18,3,1,1,13,5,3,13,7,9,9
46,Yes,Travel_Rarely,377,9,1,Male,52,3,3,4,Divorced,10096,4,No,11,3,1,1,28,1,4,7,7,4,3
39,Yes,Non-Travel,592,2,1,Female,54,2,1,1,Single,3646,2,Yes,23,4,2,0,11,2,4,1,0,0,0
31,Yes,Travel_Frequently,1445,1,3,Female,100,4,3,2,Single,7446,1,No,11,3,1,0,10,2,3,10,8,4,7
45,No,Travel_Rarely,1038,20,2,Male,95,1,3,1,Divorced,10851,2,Yes,18,3,2,1,24,2,3,7,7,0,7
31,No,Travel_Rarely,1398,8,4,Female,96,4,1,2,Single,2109,9,No,18,3,4,0,8,3,3,3,2,0,2
31,Yes,Travel_Frequently,523,2,2,Male,94,3,1,4,Married,3722,6,Yes,13,3,3,1,7,2,1,2,2,2,2
45,No,Travel_Rarely,1448,29,2,Male,55,3,3,4,Married,9380,4,Yes,18,3,4,2,10,4,4,3,1,1,2
48,No,Travel_Rarely,1221,7,3,Male,96,3,2,1,Divorced,5486,4,No,11,3,1,3,15,3,3,2,2,2,2
34,Yes,Travel_Rarely,1107,9,1,Female,52,3,1,3,Married,2742,1,No,15,3,4,0,2,0,3,2,2,2,2
40,No,Non-Travel,218,8,4,Male,55,2,3,2,Divorced,13757,2,No,11,3,3,1,16,5,3,9,8,4,8
28,No,Travel_Rarely,866,5,4,Male,84,3,2,1,Single,8463,0,No,18,3,4,0,6,4,3,5,4,1,3
44,No,Non-Travel,981,5,3,Male,90,2,1,3,Single,3162,3,No,14,3,4,0,7,5,3,5,2,0,3
53,No,Travel_Rarely,447,2,4,Male,39,4,4,2,Single,16598,4,No,12,3,2,0,35,2,2,9,8,8,8
49,No,Travel_Rarely,1495,5,1,Male,96,3,2,3,Married,6651,2,No,14,3,2,1,20,0,2,3,2,1,2
40,No,Travel_Rarely,896,2,3,Male,68,3,1,3,Divorced,2345,2,No,14,3,3,1,8,3,4,3,1,1,2
44,No,Travel_Rarely,1467,20,4,Male,49,3,1,2,Single,3420,1,No,13,3,3,0,6,3,2,5,2,1,3
33,No,Travel_Frequently,430,7,4,Male,54,3,2,1,Married,4373,0,No,14,3,1,2,5,2,3,4,3,0,3
34,No,Travel_Rarely,1326,3,4,Male,81,1,2,1,Single,4759,3,No,18,3,4,0,15,2,3,13,9,3,12
30,No,Travel_Rarely,1358,16,4,Male,96,3,2,3,Married,5301,8,No,15,3,3,2,4,2,2,2,1,2,2
42,No,Travel_Frequently,748,9,1,Female,74,3,1,4,Single,3673,1,No,13,3,3,0,12,3,3,12,9,5,8
44,No,Travel_Frequently,383,1,1,Female,79,3,2,3,Married,4768,7,No,12,3,3,1,11,4,2,1,0,0,0
30,No,Non-Travel,990,7,3,Male,64,3,1,3,Divorced,1274,1,No,13,3,2,2,1,2,2,1,0,0,0
57,No,Travel_Rarely,405,1,2,Male,93,4,2,3,Married,4900,0,No,24,4,1,1,13,2,2,12,9,2,8
49,No,Travel_Rarely,1490,7,3,Male,35,3,3,2,Divorced,10466,3,No,14,3,2,2,29,3,3,8,7,0,7
34,No,Travel_Frequently,829,15,2,Male,71,3,4,1,Divorced,17007,7,No,14,3,4,2,16,3,2,14,8,6,9
28,Yes,Travel_Frequently,1496,1,1,Male,92,3,1,3,Married,2909,3,No,15,3,4,1,5,3,4,3,2,1,2
29,Yes,Travel_Frequently,115,13,1,Female,51,3,2,2,Single,5765,5,No,11,3,1,0,7,4,1,5,3,0,0
34,Yes,Travel_Rarely,790,24,1,Female,40,2,2,2,Single,4599,0,Yes,23,4,3,0,16,2,4,15,9,10,10
35,No,Travel_Rarely,660,7,4,Male,76,3,1,3,Married,2404,1,No,13,3,1,1,1,3,3,1,0,0,0
24,Yes,Travel_Frequently,381,9,2,Male,89,3,1,1,Single,3172,2,Yes,11,3,3,0,4,2,2,0,0,0,0
24,No,Non-Travel,830,13,4,Female,78,3,1,2,Married,2033,1,No,13,3,3,1,1,2,3,1,0,0,0
44,No,Travel_Frequently,1193,2,2,Male,86,3,3,3,Single,10209,5,Yes,18,3,2,0,16,2,2,2,2,2,2
29,No,Travel_Rarely,1246,19,3,Male,77,2,2,3,Divorced,8620,1,No,14,3,3,2,10,3,3,10,7,0,4
30,No,Travel_Rarely,330,1,3,Male,46,3,1,3,Divorced,2064,0,No,21,4,1,1,6,3,4,5,3,1,3
55,No,Travel_Rarely,1229,4,4,Male,30,3,2,3,Married,4035,0,Yes,16,3,2,0,4,2,3,3,2,1,2
33,No,Travel_Rarely,1099,4,1,Female,82,2,1,2,Married,3838,8,No,11,3,4,0,8,5,3,5,4,0,2
47,No,Travel_Rarely,571,14,3,Female,78,3,2,3,Married,4591,3,Yes,17,3,3,1,11,4,2,5,4,1,2
28,Yes,Travel_Frequently,289,2,3,Male,38,2,1,1,Single,2561,7,No,11,3,3,0,8,2,2,0,0,0,0
28,No,Travel_Rarely,1423,1,1,Male,72,2,1,3,Divorced,1563,1,No,14,3,4,1,1,2,1,1,0,0,0
28,No,Travel_Frequently,467,7,3,Male,55,3,2,1,Single,4898,0,No,14,3,4,0,5,5,3,4,2,1,3
49,No,Travel_Rarely,271,3,3,Female,43,2,2,1,Married,4789,4,No,25,4,1,1,10,3,3,3,2,1,2
29,No,Travel_Frequently,410,2,4,Female,97,3,1,2,Married,3180,0,No,13,3,3,3,4,3,3,3,2,0,2
28,No,Travel_Rarely,1083,29,3,Male,96,1,2,2,Married,6549,1,No,14,3,2,2,8,2,2,8,6,1,7
33,No,Travel_Rarely,516,8,4,Male,69,3,2,3,Single,6388,2,Yes,17,3,1,0,14,6,3,0,0,0,0
32,No,Travel_Rarely,495,10,3,Male,64,3,3,4,Single,11244,2,No,25,4,2,0,10,5,4,5,2,0,0
54,No,Travel_Frequently,1050,11,2,Female,87,3,4,4,Divorced,16032,3,No,20,4,1,1,26,2,3,14,9,1,12
