index,age,job,marital_status,education,has_credit_default,account_balance,has_housing_loan,has_personal_loan,contact_type,day_of_month,month,last_contact_duration,num_contacts_campaign,days_since_prev_campaign,num_contacts_previous,poutcome
2316,43,entrepreneur,married,tertiary,no,13342.0,yes,no,cellular,18,nov,465,1,-1,0,unknown
774,24,blue-collar,single,primary,no,111.0,yes,yes,unknown,27,may,42,4,-1,0,unknown
3259,52,management,married,secondary,no,428.0,yes,no,unknown,30,may,153,1,-1,0,unknown
1125,38,blue-collar,divorced,secondary,no,2998.0,yes,no,unknown,11,jun,91,1,-1,0,unknown
996,58,management,married,secondary,no,37.0,no,no,cellular,18,aug,84,11,-1,0,unknown
2881,42,services,married,tertiary,no,12223.0,yes,no,cellular,19,nov,36,1,-1,0,unknown
1804,34,management,married,secondary,no,857.0,yes,no,cellular,22,aug,238,6,-1,0,unknown
3957,50,entrepreneur,married,tertiary,no,52.0,no,no,cellular,31,jul,22,8,-1,0,unknown
3776,36,blue-collar,divorced,secondary,no,-11.0,no,no,unknown,5,jun,152,2,-1,0,unknown
1059,57,retired,married,primary,no,808.0,no,no,telephone,7,jul,274,1,-1,0,unknown
1266,54,unknown,married,unknown,no,895.0,no,no,cellular,7,oct,335,1,-1,0,unknown
3326,60,blue-collar,married,primary,no,1472.0,no,no,unknown,20,jun,36,4,-1,0,unknown
3953,40,management,married,tertiary,no,51.0,no,no,cellular,19,aug,164,2,-1,0,unknown
959,37,technician,single,tertiary,no,3315.0,yes,no,cellular,9,apr,820,2,-1,0,unknown
21,42,management,divorced,tertiary,no,16.0,no,no,cellular,19,nov,140,3,-1,0,unknown
683,30,technician,single,tertiary,no,985.0,yes,no,cellular,19,feb,88,2,-1,0,unknown
2248,39,services,married,secondary,no,1438.0,yes,no,unknown,20,may,212,2,-1,0,unknown
1489,27,unknown,single,tertiary,no,6421.0,no,no,telephone,28,jan,147,4,-1,0,unknown
1539,34,blue-collar,married,secondary,no,322.0,yes,no,cellular,20,apr,10,3,-1,0,unknown
458,40,technician,single,secondary,no,641.0,no,no,cellular,16,jul,156,6,-1,0,unknown
3308,49,management,married,secondary,no,362.0,yes,no,unknown,4,jun,84,2,-1,0,unknown
861,48,management,married,tertiary,no,866.0,no,no,cellular,29,jan,146,2,-1,0,unknown
2154,36,blue-collar,married,secondary,no,63.0,yes,no,unknown,2,jun,56,8,-1,0,unknown
2692,34,management,married,tertiary,no,1310.0,no,no,telephone,30,jan,521,3,158,7,other
309,38,admin.,married,tertiary,no,605.0,no,no,cellular,18,nov,147,2,-1,0,unknown
2282,44,blue-collar,single,primary,no,787.0,yes,no,unknown,30,may,570,2,-1,0,unknown
930,42,blue-collar,married,primary,no,-119.0,yes,no,cellular,22,jul,167,3,-1,0,unknown
3995,37,blue-collar,divorced,secondary,no,0.0,yes,no,cellular,21,apr,146,4,-1,0,unknown
4095,35,technician,married,secondary,no,0.0,no,no,cellular,14,jul,125,2,-1,0,unknown
4336,40,blue-collar,married,secondary,no,440.0,yes,no,unknown,5,jun,327,2,-1,0,unknown
1270,30,admin.,married,secondary,no,122.0,yes,no,unknown,16,may,107,1,-1,0,unknown
4220,33,blue-collar,single,secondary,no,-416.0,yes,no,unknown,16,may,767,2,-1,0,unknown
1626,55,technician,married,secondary,no,0.0,yes,no,unknown,30,may,119,2,-1,0,unknown
2980,55,retired,divorced,secondary,no,1580.0,no,yes,unknown,19,jun,1007,1,-1,0,unknown
3697,57,admin.,divorced,primary,no,179.0,yes,no,cellular,15,may,67,1,368,2,failure
925,33,blue-collar,married,primary,no,511.0,yes,no,unknown,21,may,304,2,-1,0,unknown
1302,46,blue-collar,married,secondary,no,494.0,yes,no,unknown,26,may,724,1,-1,0,unknown
3173,33,technician,single,tertiary,no,137.0,no,no,cellular,25,aug,88,4,-1,0,unknown
2858,33,management,single,secondary,no,1558.0,yes,no,cellular,17,apr,97,1,-1,0,unknown
3237,32,entrepreneur,married,primary,no,795.0,no,no,cellular,8,aug,131,3,-1,0,unknown
1301,30,management,single,tertiary,no,329.0,yes,no,unknown,6,jun,122,16,-1,0,unknown
4330,40,management,single,tertiary,no,36.0,yes,no,unknown,27,may,240,3,-1,0,unknown
53,34,technician,married,tertiary,no,1539.0,yes,no,cellular,15,jun,441,1,56,1,other
1540,31,admin.,divorced,secondary,no,1210.0,no,no,cellular,16,jul,350,1,-1,0,unknown
2325,38,admin.,single,secondary,no,883.0,yes,no,cellular,12,may,95,1,327,9,other
2950,37,entrepreneur,married,tertiary,no,836.0,yes,no,unknown,27,may,129,2,-1,0,unknown
1181,34,services,married,secondary,no,1076.0,no,no,cellular,12,may,152,1,182,6,success
1528,31,blue-collar,single,secondary,no,,no,no,cellular,7,jul,387,1,-1,0,unknown
1351,43,management,divorced,tertiary,no,99.0,no,no,cellular,29,jan,24,3,-1,0,unknown
1323,46,blue-collar,married,primary,no,91.0,yes,no,cellular,6,may,29,1,356,2,failure
1389,50,management,married,tertiary,no,85.0,no,yes,cellular,1,jun,141,1,-1,0,unknown
1973,59,blue-collar,married,unknown,no,139.0,no,no,unknown,5,jun,153,1,-1,0,unknown
671,44,technician,married,secondary,no,310.0,yes,no,cellular,6,feb,200,1,253,1,failure
3614,71,retired,divorced,tertiary,no,261.0,no,no,cellular,12,aug,1117,2,-1,0,unknown
1537,43,management,married,tertiary,no,690.0,yes,no,cellular,6,aug,171,3,-1,0,unknown
3434,29,management,single,tertiary,no,21.0,yes,no,cellular,14,may,107,4,371,3,failure
1585,42,blue-collar,married,secondary,no,5639.0,yes,no,cellular,17,jul,430,2,-1,0,unknown
2267,30,blue-collar,single,primary,no,185.0,no,no,unknown,26,jun,11,1,-1,0,unknown
1643,29,services,divorced,secondary,no,330.0,yes,no,unknown,12,may,88,2,-1,0,unknown
250,31,management,married,tertiary,no,395.0,yes,no,cellular,9,feb,155,3,-1,0,unknown
4255,42,management,married,secondary,no,1331.0,no,no,cellular,23,jul,698,2,-1,0,unknown
4351,39,management,single,secondary,no,,no,no,cellular,29,aug,70,2,-1,0,unknown
3399,46,management,married,tertiary,no,1285.0,yes,no,unknown,27,may,89,1,-1,0,unknown
2448,25,student,single,tertiary,no,5.0,no,no,cellular,29,sep,138,1,-1,0,unknown
2645,33,blue-collar,married,primary,no,3074.0,no,no,cellular,18,nov,679,1,-1,0,unknown
375,30,services,single,secondary,no,0.0,yes,no,cellular,18,may,131,6,363,9,failure
4453,35,blue-collar,married,secondary,no,5304.0,yes,no,cellular,20,nov,340,1,183,2,failure
3410,36,management,married,tertiary,no,9324.0,yes,no,cellular,30,mar,138,8,-1,0,unknown
3003,33,management,single,tertiary,no,23.0,no,no,cellular,20,aug,216,3,-1,0,unknown
4451,55,management,married,tertiary,no,6880.0,no,no,cellular,8,aug,353,2,-1,0,unknown
1454,45,services,single,primary,no,1893.0,yes,no,unknown,3,jun,1259,6,-1,0,unknown
680,28,admin.,single,unknown,no,174.0,no,no,cellular,28,sep,184,1,-1,0,unknown
2704,58,housemaid,married,secondary,no,2705.0,no,no,telephone,14,aug,137,1,-1,0,unknown
1364,34,management,married,tertiary,no,1906.0,yes,no,cellular,14,jul,68,3,-1,0,unknown
461,50,blue-collar,married,secondary,no,283.0,yes,no,cellular,7,aug,226,3,-1,0,unknown
4424,34,management,married,tertiary,no,1557.0,yes,yes,unknown,13,may,213,1,-1,0,unknown
2161,51,technician,married,primary,no,260.0,no,no,cellular,19,aug,137,2,-1,0,unknown
1432,35,unknown,married,primary,no,365.0,no,no,cellular,29,aug,41,2,-1,0,unknown
3246,33,blue-collar,married,secondary,no,-241.0,yes,yes,unknown,27,may,169,1,-1,0,unknown
952,51,admin.,married,secondary,no,2662.0,no,no,telephone,28,jan,148,2,-1,0,unknown
3313,36,services,married,primary,no,179.0,no,no,unknown,9,jun,411,1,-1,0,unknown
1182,38,management,married,tertiary,no,126.0,yes,no,unknown,21,may,164,2,-1,0,unknown
1922,33,admin.,single,secondary,no,-300.0,yes,yes,cellular,25,jul,184,1,-1,0,unknown
4385,32,entrepreneur,divorced,secondary,no,1121.0,yes,yes,cellular,16,apr,211,3,-1,0,unknown
900,33,technician,single,secondary,no,5235.0,no,no,cellular,7,aug,67,3,-1,0,unknown
1316,30,management,married,tertiary,no,3134.0,yes,no,cellular,17,jul,124,1,-1,0,unknown
2970,35,management,single,tertiary,no,252.0,yes,no,cellular,8,aug,89,2,-1,0,unknown
6,36,self-employed,married,tertiary,no,307.0,yes,no,cellular,14,may,341,1,330,2,other
2378,39,blue-collar,married,secondary,no,1439.0,yes,no,telephone,28,jul,73,6,-1,0,unknown
4433,40,management,married,tertiary,no,-17.0,yes,yes,cellular,11,may,474,1,256,1,success
1435,64,retired,married,secondary,no,1574.0,no,no,telephone,29,jul,301,3,-1,0,unknown
501,58,admin.,married,secondary,no,2.0,yes,yes,telephone,25,jul,282,9,-1,0,unknown
1088,39,management,single,tertiary,no,416.0,no,no,cellular,23,oct,56,4,-1,0,unknown
3180,30,services,married,secondary,no,0.0,yes,no,unknown,9,may,20,1,-1,0,unknown
4372,30,technician,single,secondary,no,4787.0,yes,no,cellular,18,nov,266,1,167,2,failure
2446,30,blue-collar,married,secondary,no,-28.0,yes,no,cellular,18,may,284,2,371,1,failure
2507,42,unemployed,single,secondary,no,2613.0,yes,no,cellular,30,jul,174,6,-1,0,unknown
785,23,student,married,tertiary,yes,-230.0,yes,no,cellular,18,may,259,2,-1,0,unknown
482,40,technician,married,secondary,no,694.0,yes,no,cellular,4,feb,97,4,196,5,failure
2214,42,technician,divorced,secondary,no,-280.0,yes,no,unknown,26,may,258,1,-1,0,unknown
3763,33,blue-collar,married,secondary,no,137.0,no,yes,cellular,18,jul,305,12,-1,0,unknown
1127,32,management,single,unknown,no,787.0,no,no,cellular,28,jan,92,1,-1,0,unknown
3022,37,blue-collar,married,secondary,no,342.0,yes,no,cellular,12,may,340,2,175,1,failure
4346,44,technician,married,secondary,no,10888.0,yes,no,cellular,5,aug,163,1,-1,0,unknown
3030,53,blue-collar,married,secondary,no,65.0,no,no,cellular,28,aug,25,18,-1,0,unknown
1514,32,technician,married,secondary,no,167.0,yes,yes,cellular,8,aug,79,3,-1,0,unknown
3305,40,blue-collar,single,secondary,no,3.0,no,no,cellular,19,nov,998,1,-1,0,unknown
2627,33,technician,married,secondary,no,181.0,yes,yes,telephone,28,jul,265,2,-1,0,unknown
3773,34,technician,married,secondary,no,47.0,no,no,cellular,25,aug,132,6,-1,0,unknown
2040,37,blue-collar,married,secondary,no,1053.0,no,no,unknown,16,jun,405,3,-1,0,unknown
3329,34,management,divorced,tertiary,no,13204.0,yes,yes,cellular,20,nov,197,2,-1,0,unknown
1765,32,blue-collar,single,secondary,no,2.0,no,no,unknown,9,may,144,2,-1,0,unknown
4172,36,services,single,secondary,no,760.0,no,no,unknown,20,jun,9,13,-1,0,unknown
536,45,management,married,tertiary,no,1529.0,no,no,cellular,30,jun,160,1,-1,0,unknown
396,34,admin.,married,secondary,no,613.0,yes,no,cellular,4,jun,80,1,-1,0,unknown
2670,46,admin.,married,secondary,no,0.0,yes,yes,cellular,20,apr,239,2,259,2,failure
3383,37,blue-collar,married,secondary,no,103.0,yes,no,cellular,12,may,153,1,-1,0,unknown
3991,31,admin.,single,secondary,no,5527.0,yes,no,unknown,21,may,132,1,-1,0,unknown
160,34,blue-collar,married,tertiary,no,20.0,no,no,unknown,4,oct,10,1,-1,0,unknown
1468,38,management,married,tertiary,no,0.0,yes,no,cellular,13,may,537,5,303,2,failure
4240,45,admin.,married,secondary,no,-547.0,yes,no,unknown,3,jun,214,2,-1,0,unknown
148,46,admin.,married,secondary,no,179.0,yes,no,cellular,29,jan,194,4,436,1,other
2189,43,blue-collar,married,primary,no,778.0,yes,yes,unknown,15,may,284,5,-1,0,unknown
2662,49,admin.,single,secondary,no,981.0,yes,no,telephone,21,nov,10,3,-1,0,unknown
649,60,management,married,primary,no,252.0,yes,yes,cellular,13,apr,123,2,147,3,failure
16,56,technician,married,secondary,no,4073.0,no,no,cellular,27,aug,239,5,-1,0,unknown
1653,53,blue-collar,married,primary,no,306.0,no,no,cellular,28,jul,388,3,181,1,success
1615,34,management,married,tertiary,no,417.0,yes,no,cellular,18,nov,138,1,-1,0,unknown
3343,40,services,married,secondary,no,-378.0,yes,yes,cellular,13,may,541,1,295,6,failure
848,41,blue-collar,married,secondary,no,4900.0,yes,no,telephone,31,jul,121,2,-1,0,unknown
3436,35,blue-collar,married,secondary,no,444.0,yes,no,cellular,15,apr,244,3,-1,0,unknown
1251,44,admin.,married,secondary,no,2403.0,yes,no,cellular,28,jan,180,2,-1,0,unknown
4334,37,entrepreneur,single,secondary,no,20453.0,yes,no,telephone,4,may,115,1,-1,0,unknown
3170,39,blue-collar,married,secondary,no,285.0,yes,yes,unknown,6,may,209,1,-1,0,unknown
324,47,blue-collar,married,primary,no,214.0,yes,yes,unknown,9,jun,168,1,-1,0,unknown
4231,39,services,divorced,secondary,no,687.0,yes,no,cellular,9,jul,869,1,-1,0,unknown
3530,50,management,married,tertiary,no,112.0,yes,no,cellular,4,nov,70,5,85,5,other
2475,59,admin.,divorced,secondary,no,975.0,yes,no,unknown,15,may,263,4,-1,0,unknown
2711,47,unknown,married,unknown,no,677.0,no,no,cellular,7,aug,384,1,99,4,success
4158,43,blue-collar,married,primary,no,483.0,yes,no,cellular,12,may,225,3,-1,0,unknown
1504,47,admin.,divorced,secondary,no,225.0,no,no,cellular,28,aug,1126,4,-1,0,unknown
1242,35,blue-collar,married,primary,no,298.0,yes,no,cellular,13,may,135,2,370,2,failure
3963,60,unknown,married,unknown,no,7337.0,no,no,cellular,4,aug,122,1,-1,0,unknown
4299,37,services,married,secondary,no,0.0,yes,yes,cellular,31,jul,187,2,-1,0,unknown
1151,44,admin.,married,secondary,no,205.0,no,no,cellular,3,nov,289,1,-1,0,unknown
1781,47,management,married,tertiary,no,286.0,no,no,cellular,22,aug,557,7,-1,0,unknown
792,26,student,single,secondary,no,279.0,no,no,cellular,7,may,239,3,-1,0,unknown
1867,47,technician,married,secondary,no,65.0,no,no,cellular,28,aug,118,8,-1,0,unknown
1305,44,blue-collar,married,primary,no,-14.0,yes,yes,unknown,19,may,179,4,-1,0,unknown
2647,52,management,married,tertiary,no,575.0,no,no,unknown,3,jun,315,1,-1,0,unknown
2789,33,admin.,single,tertiary,no,621.0,no,no,cellular,8,jul,217,1,-1,0,unknown
3445,48,technician,married,secondary,no,427.0,no,no,unknown,14,may,201,1,-1,0,unknown
1126,77,retired,married,secondary,no,610.0,no,no,cellular,13,aug,766,3,-1,0,unknown
1990,31,admin.,single,secondary,no,-449.0,yes,no,unknown,28,may,81,2,-1,0,unknown
967,35,blue-collar,married,secondary,no,6411.0,yes,yes,cellular,30,jan,144,1,266,2,failure
2774,37,self-employed,married,tertiary,no,0.0,no,no,unknown,6,jun,143,1,-1,0,unknown
3806,52,retired,married,secondary,no,603.0,no,yes,unknown,9,jun,79,1,-1,0,unknown
2696,55,management,divorced,tertiary,no,9756.0,yes,no,cellular,5,jun,103,2,95,1,other
2700,64,retired,divorced,tertiary,no,890.0,no,no,cellular,3,jul,531,3,-1,0,unknown
4071,28,admin.,married,secondary,no,12.0,yes,no,cellular,30,jan,73,3,256,3,other
4517,57,self-employed,married,tertiary,yes,-3313.0,yes,yes,unknown,9,may,153,1,-1,0,unknown
1329,34,admin.,single,secondary,no,852.0,no,no,cellular,14,apr,108,2,-1,0,unknown
1490,26,admin.,single,secondary,no,443.0,no,no,cellular,30,jul,84,3,-1,0,unknown
135,33,management,single,tertiary,no,0.0,no,no,cellular,28,aug,236,10,-1,0,unknown
4205,44,services,divorced,secondary,no,0.0,yes,yes,unknown,13,may,97,1,-1,0,unknown
3494,50,blue-collar,married,primary,no,-1.0,no,no,cellular,19,aug,195,2,-1,0,unknown
297,45,blue-collar,divorced,primary,no,-311.0,yes,no,unknown,23,may,1030,1,-1,0,unknown
1978,54,blue-collar,married,unknown,no,310.0,yes,no,telephone,28,jan,526,4,258,3,other
2977,38,entrepreneur,married,tertiary,no,1514.0,no,yes,cellular,21,nov,160,3,120,3,failure
3411,57,management,married,tertiary,no,0.0,no,no,cellular,19,aug,188,4,-1,0,unknown
2434,35,admin.,single,secondary,no,57.0,no,yes,cellular,8,jul,632,2,-1,0,unknown
636,41,blue-collar,divorced,primary,no,2195.0,yes,no,unknown,3,jun,211,5,-1,0,unknown
1446,32,technician,single,tertiary,no,4665.0,yes,no,unknown,21,may,860,2,-1,0,unknown
1148,27,management,single,tertiary,no,446.0,no,no,cellular,23,jun,205,3,-1,0,unknown
1410,49,technician,divorced,secondary,no,265.0,yes,no,unknown,12,may,274,6,-1,0,unknown
1953,36,admin.,single,tertiary,no,980.0,no,no,cellular,11,nov,118,4,104,7,failure
3036,73,retired,married,primary,no,279.0,no,no,cellular,28,jan,399,3,-1,0,unknown
1152,50,admin.,married,secondary,no,0.0,no,no,cellular,4,aug,86,4,-1,0,unknown
3690,80,housemaid,married,primary,no,0.0,no,no,cellular,23,feb,639,1,189,1,failure
1388,51,services,divorced,secondary,no,518.0,yes,no,telephone,17,nov,76,1,-1,0,unknown
1790,45,technician,married,secondary,no,1477.0,yes,no,cellular,8,jul,355,1,-1,0,unknown
1879,34,services,married,secondary,no,2211.0,no,no,unknown,8,may,149,1,-1,0,unknown
716,45,blue-collar,married,secondary,no,115.0,no,no,cellular,11,aug,209,4,-1,0,unknown
4254,31,technician,married,secondary,no,0.0,no,yes,cellular,15,jul,624,6,-1,0,unknown
1369,65,retired,divorced,unknown,no,300.0,no,no,cellular,2,aug,245,2,-1,0,unknown
2660,32,unemployed,married,secondary,no,10.0,yes,no,unknown,6,may,501,4,-1,0,unknown
3458,71,retired,married,secondary,no,,no,no,cellular,17,feb,185,1,-1,0,unknown
3284,57,admin.,married,secondary,no,367.0,no,no,telephone,16,nov,107,2,-1,0,unknown
2200,52,services,married,secondary,no,431.0,no,no,cellular,26,aug,73,17,-1,0,unknown
2321,27,services,single,secondary,no,54.0,yes,no,unknown,28,may,543,2,-1,0,unknown
1168,33,management,married,tertiary,no,,yes,no,unknown,16,may,803,1,-1,0,unknown
1822,31,management,married,tertiary,no,156.0,no,no,cellular,13,aug,657,7,-1,0,unknown
1423,51,admin.,divorced,secondary,no,467.0,yes,no,unknown,19,may,83,1,-1,0,unknown
3424,55,technician,married,secondary,yes,-308.0,no,no,cellular,2,feb,781,1,-1,0,unknown
1728,36,blue-collar,married,unknown,no,6.0,no,no,unknown,20,jun,41,7,-1,0,unknown
751,46,admin.,married,secondary,no,3098.0,yes,no,telephone,21,nov,192,9,-1,0,unknown
2955,49,technician,married,secondary,no,,no,no,cellular,13,aug,77,8,-1,0,unknown
4271,47,blue-collar,divorced,primary,no,1279.0,yes,no,cellular,6,feb,479,2,-1,0,unknown
3328,32,management,single,tertiary,no,112.0,yes,no,cellular,5,may,118,1,-1,0,unknown
2810,29,technician,single,secondary,no,103.0,no,no,unknown,19,may,314,1,-1,0,unknown
637,31,self-employed,married,secondary,no,33.0,no,no,cellular,6,aug,165,4,-1,0,unknown
1241,22,student,single,unknown,no,549.0,no,no,cellular,2,sep,154,1,-1,0,unknown
4126,33,services,single,secondary,no,358.0,yes,no,cellular,7,may,302,1,356,3,failure
991,37,admin.,married,tertiary,no,3913.0,yes,no,cellular,27,apr,124,1,-1,0,unknown
1925,33,services,married,secondary,no,0.0,yes,no,telephone,22,jul,44,8,-1,0,unknown
3371,49,unemployed,married,tertiary,no,-471.0,yes,no,cellular,20,nov,77,3,185,7,failure
2328,25,blue-collar,single,secondary,no,913.0,yes,no,cellular,7,jul,113,4,-1,0,unknown
1105,41,management,married,tertiary,no,2885.0,no,no,cellular,19,nov,40,1,-1,0,unknown
4230,37,management,married,tertiary,no,4039.0,no,yes,cellular,25,jul,106,2,-1,0,unknown
3127,46,technician,married,secondary,no,966.0,yes,yes,cellular,19,aug,40,2,-1,0,unknown
1403,29,blue-collar,married,secondary,no,912.0,yes,no,cellular,13,may,785,1,-1,0,unknown
179,37,admin.,married,tertiary,no,0.0,yes,no,cellular,17,nov,65,2,119,1,failure
1958,43,management,single,secondary,yes,-1164.0,yes,yes,cellular,18,jul,76,4,-1,0,unknown
2074,53,technician,married,secondary,no,230.0,no,yes,cellular,13,aug,112,2,-1,0,unknown
4380,57,housemaid,married,secondary,no,0.0,no,no,cellular,22,aug,197,2,-1,0,unknown
945,41,technician,married,secondary,no,1066.0,no,no,cellular,11,feb,109,3,-1,0,unknown
120,31,admin.,divorced,secondary,no,1890.0,yes,no,cellular,21,jul,588,1,-1,0,unknown
4090,30,management,married,tertiary,no,944.0,no,no,cellular,29,oct,251,2,-1,0,unknown
2076,46,technician,married,secondary,no,1427.0,yes,no,unknown,14,may,32,3,-1,0,unknown
1287,31,management,married,tertiary,no,2603.0,yes,no,cellular,11,feb,280,4,-1,0,unknown
1519,49,unemployed,married,secondary,no,769.0,yes,no,unknown,14,may,257,1,-1,0,unknown
2582,32,blue-collar,married,secondary,no,9.0,yes,no,cellular,17,apr,334,2,-1,0,unknown
4233,31,management,married,tertiary,no,582.0,yes,no,cellular,15,jul,58,2,-1,0,unknown
465,59,housemaid,married,secondary,no,0.0,no,no,telephone,3,feb,722,1,99,4,failure
1149,59,retired,married,secondary,no,1173.0,no,no,unknown,9,jun,77,2,-1,0,unknown
3759,58,services,married,primary,no,65.0,no,no,unknown,27,jun,162,1,-1,0,unknown
2962,71,retired,married,tertiary,no,14220.0,yes,no,cellular,9,sep,397,1,-1,0,unknown
1559,31,admin.,single,secondary,no,144.0,yes,no,unknown,4,jul,43,11,-1,0,unknown
1178,27,blue-collar,divorced,secondary,no,1.0,yes,no,cellular,14,jul,116,3,-1,0,unknown
667,55,management,married,primary,no,621.0,no,yes,cellular,2,feb,114,1,208,1,failure
3819,46,technician,divorced,secondary,no,-824.0,yes,no,cellular,7,aug,429,3,-1,0,unknown
487,52,blue-collar,married,primary,no,779.0,yes,no,unknown,16,may,30,3,-1,0,unknown
2150,31,services,married,secondary,no,388.0,yes,no,unknown,5,may,730,2,-1,0,unknown
